project,sprint.name,startDate,endDate,velocity,work_capacity,focus_factor,sprint_length,baseline,velocity_increase,P,H,fields.assignee.name,old_devs,old_devs_abs,new_devs_abs,turnover_abs,current_devs_abs,turnover,new_devs,sprint.nbr,TSI,TSI_inv,individual_velocity
tistud,2013 Sprint 16,2013-07-29 00:00:00+00:00,2013-08-12 00:00:00+00:00,109.0,119.0,0.9159663865546218,14,106.66666666666667,102.18749999999999,2,0,['mxia' 'cwilliams' 'sgibly' 'pinnamuri'],['pinnamuri' 'cwilliams' 'mxia' 'sgibly'],4.0,0.0,0.0,4,0.0,0.0,40,1.0,1.0,27.25
tistud,2013 Sprint 17,2013-08-12 00:00:00+00:00,2013-08-23 00:00:00+00:00,167.0,194.0,0.8608247422680413,11,106.66666666666667,156.56249999999997,2,1,['sgibly' 'mxia' 'kkolipaka' 'cwilliams' 'pinnamuri'],['mxia' 'cwilliams' 'sgibly' 'pinnamuri'],4.0,1.0,0.0,5,0.0,0.05555555555555555,41,1.2,0.8333333333333334,33.4
tistud,2013 Sprint 18,2013-08-23 00:00:00+00:00,2013-09-06 00:00:00+00:00,124.0,146.0,0.8493150684931506,14,106.66666666666667,116.24999999999999,2,1,['pinnamuri' 'cwilliams' 'mxia'],['sgibly' 'mxia' 'kkolipaka' 'cwilliams' 'pinnamuri'],5.0,0.0,2.0,3,0.125,0.0,42,1.4,0.7142857142857143,41.333333333333336
tistud,2013 Sprint 19,2013-09-06 00:00:00+00:00,2013-09-20 00:00:00+00:00,131.0,136.0,0.9632352941176471,14,106.66666666666667,122.81249999999999,2,0,['mxia' 'pinnamuri' 'cwilliams'],['pinnamuri' 'cwilliams' 'mxia'],3.0,0.0,0.0,3,0.0,0.0,43,1.0,1.0,43.666666666666664
tistud,2013 Sprint 20,2013-09-20 00:00:00+00:00,2013-10-04 00:00:00+00:00,95.0,121.0,0.7851239669421488,14,106.66666666666667,89.0625,1,1,['cwilliams' 'pinnamuri' 'mxia'],['mxia' 'pinnamuri' 'cwilliams'],3.0,0.0,0.0,3,0.0,0.0,44,1.0,1.0,31.666666666666668
tistud,2013 Sprint 21,2013-10-04 00:00:00+00:00,2013-10-18 00:00:00+00:00,139.0,186.0,0.7473118279569892,14,106.66666666666667,130.3125,2,1,['pinnamuri' 'cwilliams' 'mxia'],['cwilliams' 'pinnamuri' 'mxia'],3.0,0.0,0.0,3,0.0,0.0,45,1.0,1.0,46.333333333333336
tistud,2013 Sprint 22,2013-10-18 00:00:00+00:00,2013-11-01 00:00:00+00:00,194.0,222.0,0.8738738738738738,14,106.66666666666667,181.875,2,1,['mxia' 'cwilliams' 'pinnamuri' 'kkolipaka'],['pinnamuri' 'cwilliams' 'mxia'],3.0,1.0,0.0,4,0.0,0.07142857142857142,46,1.2,0.8333333333333334,48.5
tistud,2013 Sprint 23,2013-11-01 00:00:00+00:00,2013-11-15 00:00:00+00:00,253.0,340.0,0.7441176470588236,14,106.66666666666667,237.18749999999997,2,1,['mxia' 'pinnamuri' 'cwilliams'],['mxia' 'cwilliams' 'pinnamuri' 'kkolipaka'],4.0,0.0,1.0,3,0.07142857142857142,0.0,47,1.2,0.8333333333333334,84.33333333333333
tistud,2013 Sprint 24,2013-11-15 00:00:00+00:00,2013-11-29 00:00:00+00:00,119.0,155.0,0.7677419354838709,14,106.66666666666667,111.56249999999999,2,1,['pinnamuri' 'mxia' 'cwilliams'],['mxia' 'pinnamuri' 'cwilliams'],3.0,0.0,0.0,3,0.0,0.0,48,1.0,1.0,39.666666666666664
tistud,2013 Sprint 25,2013-11-29 00:00:00+00:00,2013-12-13 00:00:00+00:00,152.0,171.0,0.8888888888888888,14,106.66666666666667,142.5,2,1,['mxia' 'pinnamuri' 'cwilliams'],['pinnamuri' 'mxia' 'cwilliams'],3.0,0.0,0.0,3,0.0,0.0,49,1.0,1.0,50.666666666666664
tistud,2013 Sprint 26,2013-12-13 00:00:00+00:00,2014-01-03 00:00:00+00:00,55.0,68.0,0.8088235294117647,21,106.66666666666667,51.5625,1,1,['pinnamuri' 'mxia' 'cwilliams'],['mxia' 'pinnamuri' 'cwilliams'],3.0,0.0,0.0,3,0.0,0.0,50,1.0,1.0,18.333333333333332
tistud,2014 Sprint 01,2014-01-03 00:00:00+00:00,2014-01-17 00:00:00+00:00,95.0,110.0,0.8636363636363636,14,106.66666666666667,89.0625,1,1,['mxia' 'cwilliams' 'pinnamuri'],['pinnamuri' 'mxia' 'cwilliams'],3.0,0.0,0.0,3,0.0,0.0,51,1.0,1.0,31.666666666666668
tistud,2014 Sprint 02,2014-01-17 00:00:00+00:00,2014-01-31 00:00:00+00:00,59.0,67.0,0.8805970149253731,14,106.66666666666667,55.3125,1,1,['mxia' 'cwilliams' 'pinnamuri'],['mxia' 'cwilliams' 'pinnamuri'],3.0,0.0,0.0,3,0.0,0.0,52,1.0,1.0,19.666666666666668
tistud,2014 Sprint 03,2014-01-31 00:00:00+00:00,2014-02-14 00:00:00+00:00,69.0,69.0,1.0,14,106.66666666666667,64.6875,1,0,['mxia' 'cwilliams' 'pinnamuri'],['mxia' 'cwilliams' 'pinnamuri'],3.0,0.0,0.0,3,0.0,0.0,53,1.0,1.0,23.0
tistud,2014 Sprint 04,2014-02-14 00:00:00+00:00,2014-02-28 00:00:00+00:00,31.0,47.0,0.6595744680851063,14,106.66666666666667,29.062499999999996,1,0,['pinnamuri' 'mxia' 'kkolipaka'],['mxia' 'cwilliams' 'pinnamuri'],3.0,1.0,1.0,3,0.08333333333333333,0.08333333333333333,54,1.4,0.7142857142857143,10.333333333333334
tistud,2014 Sprint 05,2014-02-28 00:00:00+00:00,2014-03-14 00:00:00+00:00,100.0,145.0,0.6896551724137931,14,106.66666666666667,93.75,1,0,['cwilliams' 'pinnamuri'],['pinnamuri' 'mxia' 'kkolipaka'],3.0,1.0,2.0,2,0.2,0.1,55,1.6,0.625,50.0
tistud,2014 Sprint 06,2014-03-14 00:00:00+00:00,2014-03-28 00:00:00+00:00,44.0,92.0,0.4782608695652174,14,106.66666666666667,41.25,1,0,['cwilliams' 'pinnamuri'],['cwilliams' 'pinnamuri'],2.0,0.0,0.0,2,0.0,0.0,56,1.0,1.0,22.0
tistud,2014 Sprint 07,2014-03-28 00:00:00+00:00,2014-04-11 00:00:00+00:00,69.0,108.0,0.6388888888888888,14,106.66666666666667,64.6875,1,0,['pinnamuri' 'cwilliams'],['cwilliams' 'pinnamuri'],2.0,0.0,0.0,2,0.0,0.0,57,1.0,1.0,34.5
tistud,2014 Sprint 08,2014-04-11 00:00:00+00:00,2014-04-24 00:00:00+00:00,57.0,96.0,0.59375,13,106.66666666666667,53.43749999999999,1,0,['pinnamuri' 'cwilliams'],['pinnamuri' 'cwilliams'],2.0,0.0,0.0,2,0.0,0.0,58,1.0,1.0,28.5
xd,Sprint 1,2013-04-15 20:41:22.370000+00:00,2013-04-29 20:41:22.370000+00:00,3.0,30.0,0.1,14,8.0,37.5,1,0,"['grussell' 'mark.fisher' 'thomas.risberg' 'hillert' 'mark.pollack'
 'dturanski']",,0.0,0.0,0.0,6,0.0,0.0,1,1.0,1.0,0.5
xd,Sprint 2,2013-05-06 17:52:35.477000+00:00,2013-05-10 17:52:35.477000+00:00,8.0,28.0,0.2857142857142857,4,8.0,100.0,2,0,['mark.fisher' 'mark.pollack' 'luke' 'mminella'],"['thomas.risberg' 'grussell' 'mark.pollack' 'dturanski' 'grenfro' 'luke'
 'eric.bottard' 'david_syer' 'iperumal' 'hillert' nan 'jvalkeal'
 'mark.fisher']",13.0,1.0,10.0,4,0.29411764705882354,0.029411764705882353,2,2.8333333333333335,0.3529411764705882,2.0
xd,Sprint 3,2013-05-15 00:37:45.317000+00:00,2013-05-20 00:37:45.317000+00:00,13.0,42.0,0.30952380952380953,5,8.0,162.5,2,0,"['mark.pollack' 'wkoh' 'dturanski' nan 'mminella' 'luke' 'mark.fisher'
 'grussell']","['pperalta' 'dturanski' 'hillert' 'iperumal' 'eric.bottard' 'grenfro'
 'grussell' 'mark.pollack']",8.0,5.0,5.0,8,0.15625,0.15625,3,2.6666666666666665,0.375,1.625
xd,Sprint 4,2013-05-20 17:05:45.166000+00:00,2013-05-24 17:05:45.166000+00:00,36.0,47.0,0.7659574468085106,4,8.0,450.0,4,1,"['mark.fisher' 'wkoh' 'iperumal' 'mark.pollack' 'hillert' 'dturanski'
 'thomas.risberg' nan 'luke' 'grussell']","[nan 'grussell' 'hillert' 'iperumal' 'eric.bottard' 'grenfro'
 'mark.pollack' 'mark.fisher' 'dturanski' 'pperalta' 'thomas.risberg']",11.0,2.0,3.0,10,0.07142857142857142,0.047619047619047616,4,1.8333333333333333,0.5454545454545455,3.6
xd,Sprint 5,2013-05-28 17:25:32.907000+00:00,2013-06-03 17:25:32.907000+00:00,123.0,267.0,0.4606741573033708,6,8.0,1537.5,4,0,"['grussell' 'jencompgeek' 'luke' 'dturanski' 'iperumal' 'mark.pollack'
 'hillert' 'eric.bottard' 'wkoh']","['smaldini' 'thomas.risberg' 'pperalta' 'iperumal' 'hillert' 'mbogoevici'
 'aclement' 'grenfro' 'grussell' 'mark.pollack' 'thomasd' 'mminella'
 'jbrisbin' 'dturanski' 'eric.bottard' nan]",16.0,3.0,10.0,9,0.2,0.06,5,3.1666666666666665,0.31578947368421056,13.666666666666666
xd,Sprint 6,2013-06-03 19:45:19.060000+00:00,2013-06-12 19:45:00+00:00,165.0,213.0,0.7746478873239436,8,8.0,2062.5,4,1,"['mark.fisher' 'aclement' 'jencompgeek' 'luke' 'eric.bottard' 'dturanski'
 nan 'grussell' 'iperumal' 'mark.pollack' 'hillert']","['thomas.risberg' 'grussell' 'mbogoevici' 'mark.fisher' 'mminella' 'sabby'
 'dturanski']",7.0,8.0,4.0,11,0.1111111111111111,0.2222222222222222,6,3.0,0.3333333333333333,15.0
xd,Sprint 7,2013-06-18 11:37:48.461000+00:00,2013-06-21 11:37:48.461000+00:00,35.0,45.0,0.7777777777777778,3,8.0,437.5,4,1,"['grussell' 'eric.bottard' 'luke' 'mark.fisher' 'hillert' 'grenfro'
 'jencompgeek']",['grussell' 'abilan' 'dturanski' nan 'iperumal'],5.0,6.0,4.0,7,0.16666666666666666,0.25,7,2.6666666666666665,0.375,5.0
xd,Sprint 8,2013-06-25 21:53:02.156000+00:00,2013-06-28 21:53:02.156000+00:00,150.0,242.0,0.6198347107438017,3,8.0,1875.0,4,0,"['thomas.risberg' 'iperumal' 'grenfro' 'mark.fisher' 'eric.bottard'
 'hillert' 'dturanski' 'luke' 'mminella']","['grussell' 'eric.bottard' 'luke' 'mark.fisher' 'hillert' 'grenfro'
 'jencompgeek']",7.0,4.0,2.0,9,0.0625,0.125,8,2.0,0.5,16.666666666666668
xd,Sprint 9,2013-07-01 18:00:54.833000+00:00,2013-07-05 18:00:54.833000+00:00,29.0,113.0,0.25663716814159293,4,8.0,362.5,3,0,"['grenfro' 'hillert' 'dturanski' 'iperumal' 'luke' nan 'eric.bottard'
 'jencompgeek']","['thomas.risberg' 'iperumal' 'grenfro' 'mark.fisher' 'eric.bottard'
 'hillert' 'dturanski' 'luke' 'mminella']",9.0,2.0,3.0,8,0.08823529411764706,0.058823529411764705,9,1.8333333333333333,0.5454545454545455,3.625
xd,Sprint 10,2013-07-08 17:29:14.200000+00:00,2013-07-12 17:29:14.200000+00:00,147.0,363.0,0.4049586776859504,4,8.0,1837.5,4,0,"['dturanski' 'grussell' 'luke' 'eric.bottard' 'iperumal' 'thomas.risberg'
 'hillert' 'grenfro' 'aclement' 'mark.pollack' 'mark.fisher' 'jencompgeek']","['grussell' 'mark.fisher' 'thomas.risberg' 'hillert' 'mark.pollack'
 'dturanski']",6.0,6.0,0.0,12,0.0,0.16666666666666666,10,2.0,0.5,12.25
xd,Sprint 11,2013-07-16 13:07:24.219000+00:00,2013-07-19 13:07:24.219000+00:00,44.0,120.0,0.36666666666666664,3,8.0,550.0,4,0,"['eric.bottard' 'dturanski' 'iperumal' 'grussell' 'hillert' 'luke'
 'kparikh' 'grenfro' 'thomas.risberg' 'mark.pollack']","['dturanski' 'grussell' 'luke' 'eric.bottard' 'iperumal' 'thomas.risberg'
 'hillert' 'grenfro' 'aclement' 'mark.pollack' 'mark.fisher' 'jencompgeek']",12.0,1.0,3.0,10,0.06818181818181818,0.022727272727272728,11,1.6666666666666667,0.6,4.4
xd,Sprint 12,2013-07-22 17:07:04.657000+00:00,2013-07-31 17:07:00+00:00,111.0,118.0,0.940677966101695,8,8.0,1387.5,4,0,"['hillert' 'eric.bottard' 'grussell' 'iperumal' 'mark.fisher'
 'thomas.risberg' 'dturanski' nan 'jencompgeek' 'mark.pollack' 'grenfro'
 'luke' 'kparikh' 'aclement']","['eric.bottard' 'dturanski' 'iperumal' 'grussell' 'hillert' 'luke'
 'kparikh' 'grenfro' 'thomas.risberg' 'mark.pollack']",10.0,4.0,0.0,14,0.0,0.08333333333333333,12,1.6666666666666667,0.6,7.928571428571429
xd,Sprint 13,2013-08-12 16:26:28.304000+00:00,2013-08-20 16:26:00+00:00,46.0,212.0,0.2169811320754717,7,8.0,575.0,4,0,"['jencompgeek' 'iperumal' 'mark.fisher' 'eric.bottard' 'mark.pollack'
 'grenfro' 'dturanski' 'hillert' 'luke']","['hillert' 'eric.bottard' 'grussell' 'iperumal' 'mark.fisher'
 'thomas.risberg' 'dturanski' nan 'jencompgeek' 'mark.pollack' 'grenfro'
 'luke' 'kparikh' 'aclement']",14.0,0.0,5.0,9,0.10869565217391304,0.0,13,1.8333333333333333,0.5454545454545455,5.111111111111111
xd,Sprint 14,2013-08-20 21:38:41.391000+00:00,2013-08-29 17:21:00+00:00,86.0,113.0,0.7610619469026548,8,8.0,1075.0,4,1,"['hillert' 'grenfro' 'iperumal' 'dturanski' 'aeisenberg' 'eric.bottard'
 'jencompgeek' 'mark.fisher' 'jbrisbin']","['jencompgeek' 'iperumal' 'mark.fisher' 'eric.bottard' 'mark.pollack'
 'grenfro' 'dturanski' 'hillert' 'luke']",9.0,2.0,2.0,9,0.05555555555555555,0.05555555555555555,14,1.6666666666666667,0.6,9.555555555555555
xd,Sprint 15,2013-08-29 17:38:29.922000+00:00,2013-09-05 17:38:29.922000+00:00,62.0,68.0,0.9117647058823529,7,8.0,775.0,4,0,"['jencompgeek' 'eric.bottard' 'dturanski' 'mark.fisher' 'grenfro' nan
 'luke' 'hillert' 'iperumal']","['hillert' 'grenfro' 'iperumal' 'dturanski' 'aeisenberg' 'eric.bottard'
 'jencompgeek' 'mark.fisher' 'jbrisbin']",9.0,2.0,2.0,9,0.05555555555555555,0.05555555555555555,15,1.6666666666666667,0.6,6.888888888888889
xd,Sprint 16,2013-09-18 16:36:49.519000+00:00,2013-10-10 16:36:00+00:00,118.0,173.0,0.6820809248554913,21,8.0,1475.0,4,0,"['grussell' 'eric.bottard' 'iperumal' 'grenfro' 'luke' 'thomas.risberg'
 'dturanski' 'jencompgeek' 'jbrisbin' 'hillert' 'mark.fisher' 'aclement'
 'mark.pollack']","['jencompgeek' 'eric.bottard' 'dturanski' 'mark.fisher' 'grenfro' nan
 'luke' 'hillert' 'iperumal']",9.0,5.0,1.0,13,0.022727272727272728,0.11363636363636363,16,2.0,0.5,9.076923076923077
xd,Sprint 17,2013-10-11 16:05:23.650000+00:00,2013-10-18 16:05:23.650000+00:00,104.0,128.0,0.8125,7,8.0,1300.0,4,1,"['dturanski' 'eric.bottard' 'grussell' 'iperumal' nan 'luke'
 'mark.pollack' 'grenfro' 'thomas.risberg']","['grussell' 'eric.bottard' 'iperumal' 'grenfro' 'luke' 'thomas.risberg'
 'dturanski' 'jencompgeek' 'jbrisbin' 'hillert' 'mark.fisher' 'aclement'
 'mark.pollack']",13.0,1.0,5.0,9,0.11363636363636363,0.022727272727272728,17,2.0,0.5,11.555555555555555
xd,Sprint 18,2013-10-23 16:12:37.406000+00:00,2013-11-12 17:12:00+00:00,195.0,386.0,0.5051813471502591,20,8.0,2437.5,4,0,"['mark.fisher' 'thomas.risberg' 'eric.bottard' 'hillert' 'grussell'
 'iperumal' 'dturanski' 'luke' 'grenfro' 'aclement' nan]","['dturanski' 'eric.bottard' 'grussell' 'iperumal' nan 'luke'
 'mark.pollack' 'grenfro' 'thomas.risberg']",9.0,3.0,1.0,11,0.025,0.075,18,1.6666666666666667,0.6,17.727272727272727
xd,Sprint 19,2013-11-19 15:43:59.458000+00:00,2013-12-10 15:43:59.458000+00:00,188.0,303.0,0.6204620462046204,21,8.0,2350.0,4,0,"['thomas.risberg' 'grussell' 'mark.pollack' 'dturanski' 'grenfro' 'luke'
 'eric.bottard' 'david_syer' 'iperumal' 'hillert' nan 'jvalkeal'
 'mark.fisher']","['mark.fisher' 'thomas.risberg' 'eric.bottard' 'hillert' 'grussell'
 'iperumal' 'dturanski' 'luke' 'grenfro' 'aclement' nan]",11.0,3.0,1.0,13,0.020833333333333332,0.0625,19,1.6666666666666667,0.6,14.461538461538462
xd,Sprint 20,2013-12-13 17:15:57.945000+00:00,2014-01-10 17:15:00+00:00,121.0,205.0,0.5902439024390244,27,8.0,1512.5,4,0,"['hillert' 'thomas.risberg' 'mark.pollack' 'luke' 'iperumal'
 'eric.bottard' 'grenfro' 'jvalkeal' 'dturanski' 'grussell' nan
 'mark.fisher']",['mark.fisher' 'mark.pollack' 'luke' 'mminella'],4.0,9.0,1.0,12,0.03125,0.28125,20,2.6666666666666665,0.375,10.083333333333334
xd,Sprint 21,2014-01-14 20:15:01.789000+00:00,2014-02-10 20:02:00+00:00,283.0,336.0,0.8422619047619048,26,8.0,3537.5,4,1,"['eric.bottard' 'iperumal' 'luke' 'grussell' 'dturanski' 'grenfro'
 'thomas.risberg' 'jvalkeal' 'hillert' nan]","['hillert' 'thomas.risberg' 'mark.pollack' 'luke' 'iperumal'
 'eric.bottard' 'grenfro' 'jvalkeal' 'dturanski' 'grussell' nan
 'mark.fisher']",12.0,0.0,2.0,10,0.045454545454545456,0.0,21,1.3333333333333333,0.75,28.3
xd,Sprint 22,2014-02-12 15:46:16.242000+00:00,2014-03-04 15:46:00+00:00,93.0,178.0,0.5224719101123596,19,8.0,1162.5,4,0,"['mark.fisher' 'iperumal' 'dturanski' 'thomas.risberg' 'hillert'
 'eric.bottard' 'grenfro' 'luke' nan]","['eric.bottard' 'iperumal' 'luke' 'grussell' 'dturanski' 'grenfro'
 'thomas.risberg' 'jvalkeal' 'hillert' nan]",10.0,1.0,2.0,9,0.05263157894736842,0.02631578947368421,22,1.5,0.6666666666666666,10.333333333333334
xd,Sprint 23,2014-03-04 20:30:13.270000+00:00,2014-03-18 19:30:00+00:00,39.0,105.0,0.37142857142857144,13,8.0,487.5,4,0,"['mark.fisher' 'luke' 'thomas.risberg' 'grenfro' 'iperumal' 'dturanski'
 'eric.bottard' 'hillert' 'jvalkeal']","['mark.fisher' 'iperumal' 'dturanski' 'thomas.risberg' 'hillert'
 'eric.bottard' 'grenfro' 'luke' nan]",9.0,1.0,1.0,9,0.027777777777777776,0.027777777777777776,23,1.3333333333333333,0.75,4.333333333333333
xd,Sprint 24,2014-03-19 01:46:08.444000+00:00,2014-04-04 01:46:00+00:00,302.0,520.0,0.5807692307692308,15,8.0,3775.0,4,0,"['mark.fisher' 'jbrisbin' 'grenfro' 'iperumal' 'mark.pollack'
 'thomas.risberg' 'luke' 'eric.bottard' 'grussell' 'hillert' 'dturanski'
 'thomasd' 'kparikh' 'jvalkeal']","['mark.fisher' 'luke' 'thomas.risberg' 'grenfro' 'iperumal' 'dturanski'
 'eric.bottard' 'hillert' 'jvalkeal']",9.0,5.0,0.0,14,0.0,0.10869565217391304,24,1.8333333333333333,0.5454545454545455,21.571428571428573
xd,Sprint 25,2014-04-03 21:50:30.577000+00:00,2014-04-15 21:50:00+00:00,189.0,285.0,0.6631578947368421,11,8.0,2362.5,4,0,"['mark.fisher' 'iperumal' 'eric.bottard' 'grenfro' 'dturanski'
 'thomas.risberg' 'hillert' 'mark.pollack' nan 'grussell' 'pperalta'
 'luke' 'thomasd']","['mark.fisher' 'jbrisbin' 'grenfro' 'iperumal' 'mark.pollack'
 'thomas.risberg' 'luke' 'eric.bottard' 'grussell' 'hillert' 'dturanski'
 'thomasd' 'kparikh' 'jvalkeal']",14.0,2.0,3.0,13,0.05555555555555555,0.037037037037037035,25,1.8333333333333333,0.5454545454545455,14.538461538461538
xd,Sprint 26,2014-04-17 21:00:15.115000+00:00,2014-04-30 21:00:00+00:00,191.0,414.0,0.4613526570048309,12,8.0,2387.5,4,0,"['iperumal' 'grussell' 'mark.fisher' 'dturanski' 'pperalta'
 'thomas.risberg' 'eric.bottard' 'grenfro' 'hillert']","['mark.fisher' 'iperumal' 'eric.bottard' 'grenfro' 'dturanski'
 'thomas.risberg' 'hillert' 'mark.pollack' nan 'grussell' 'pperalta'
 'luke' 'thomasd']",13.0,0.0,4.0,9,0.09090909090909091,0.0,26,1.6666666666666667,0.6,21.22222222222222
xd,Sprint 27,2014-04-30 22:50:45.900000+00:00,2014-05-21 22:50:00+00:00,492.0,759.0,0.6482213438735178,20,8.0,6150.0,4,0,"['grussell' 'dturanski' 'pperalta' nan 'grenfro' 'eric.bottard'
 'david_syer' 'iperumal' 'mark.pollack' 'thomas.risberg' 'mark.fisher'
 'hillert' 'mminella' 'aclement' 'jbrisbin']","['iperumal' 'grussell' 'mark.fisher' 'dturanski' 'pperalta'
 'thomas.risberg' 'eric.bottard' 'grenfro' 'hillert']",9.0,6.0,0.0,15,0.0,0.125,27,2.0,0.5,32.8
xd,Sprint 28,2014-05-21 20:53:08.503000+00:00,2014-05-30 20:53:00+00:00,97.0,153.0,0.6339869281045751,8,8.0,1212.5,4,0,"['grenfro' 'iperumal' 'mark.fisher' 'jvalkeal' 'thomas.risberg'
 'mark.pollack' 'grussell' 'dturanski' 'pperalta' 'hillert' 'eric.bottard']","['grussell' 'dturanski' 'pperalta' nan 'grenfro' 'eric.bottard'
 'david_syer' 'iperumal' 'mark.pollack' 'thomas.risberg' 'mark.fisher'
 'hillert' 'mminella' 'aclement' 'jbrisbin']",15.0,1.0,5.0,11,0.09615384615384616,0.019230769230769232,28,2.0,0.5,8.818181818181818
xd,Sprint 29,2014-06-04 14:08:00.788000+00:00,2014-06-12 14:08:00+00:00,63.0,217.0,0.2903225806451613,7,8.0,787.5,4,0,"['pperalta' 'dturanski' 'hillert' 'iperumal' 'eric.bottard' 'grenfro'
 'grussell' 'mark.pollack']","['grenfro' 'iperumal' 'mark.fisher' 'jvalkeal' 'thomas.risberg'
 'mark.pollack' 'grussell' 'dturanski' 'pperalta' 'hillert' 'eric.bottard']",11.0,0.0,3.0,8,0.07894736842105263,0.0,29,1.5,0.6666666666666666,7.875
xd,Sprint 30,2014-06-12 16:10:24.250000+00:00,2014-07-01 16:10:00+00:00,290.0,421.0,0.6888361045130641,18,8.0,3625.0,4,0,"['iperumal' 'pperalta' 'david_syer' 'grussell' 'hillert' 'eric.bottard'
 'dturanski' 'mark.pollack' 'grenfro' 'thomas.risberg' 'mark.fisher' nan
 'jvalkeal' 'liujiong' 'mminella' 'fbiville']","['mark.pollack' 'wkoh' 'dturanski' nan 'mminella' 'luke' 'mark.fisher'
 'grussell']",8.0,10.0,2.0,16,0.041666666666666664,0.20833333333333334,30,3.0,0.3333333333333333,18.125
xd,Sprint 31,2014-07-01 19:50:22.260000+00:00,2014-07-18 19:50:00+00:00,144.2,155.2,0.9291237113402062,16,8.0,1802.4999999999998,4,0,"['iperumal' 'thomas.risberg' 'pperalta' 'grussell' 'eric.bottard'
 'hillert' 'mark.fisher' nan 'mark.pollack' 'nebhale' 'dturanski'
 'jvalkeal' 'grenfro' 'mminella']","['iperumal' 'pperalta' 'david_syer' 'grussell' 'hillert' 'eric.bottard'
 'dturanski' 'mark.pollack' 'grenfro' 'thomas.risberg' 'mark.fisher' nan
 'jvalkeal' 'liujiong' 'mminella' 'fbiville']",16.0,1.0,3.0,14,0.05,0.016666666666666666,31,1.6666666666666667,0.6,10.299999999999999
xd,Sprint 32,2014-07-21 15:28:54.304000+00:00,2014-07-29 15:28:00+00:00,114.0,136.0,0.8382352941176471,7,8.0,1425.0,4,1,"['mark.fisher' 'iperumal' 'thomas.risberg' 'hillert' 'mark.pollack' nan
 'dturanski' 'grenfro' 'eric.bottard' 'pperalta' 'kparikh' 'grussell']","['iperumal' 'thomas.risberg' 'pperalta' 'grussell' 'eric.bottard'
 'hillert' 'mark.fisher' nan 'mark.pollack' 'nebhale' 'dturanski'
 'jvalkeal' 'grenfro' 'mminella']",14.0,1.0,3.0,12,0.057692307692307696,0.019230769230769232,32,1.6666666666666667,0.6,9.5
xd,Sprint 33,2014-08-06 00:06:42.832000+00:00,2014-08-26 00:06:00+00:00,63.0,85.0,0.7411764705882353,19,8.0,787.5,4,1,"['dturanski' 'eric.bottard' 'thomas.risberg' 'grussell' 'mark.pollack'
 'hillert' 'pperalta']","['mark.fisher' 'iperumal' 'thomas.risberg' 'hillert' 'mark.pollack' nan
 'dturanski' 'grenfro' 'eric.bottard' 'pperalta' 'kparikh' 'grussell']",12.0,0.0,5.0,7,0.13157894736842105,0.0,33,1.8333333333333333,0.5454545454545455,9.0
xd,Sprint 34,2014-08-27 18:08:12.668000+00:00,2014-09-19 18:08:00+00:00,23.0,42.0,0.5476190476190477,22,8.0,287.5,3,0,['eric.bottard' 'iperumal' 'dturanski' 'mbogoevici' 'grenfro'],"['dturanski' 'eric.bottard' 'thomas.risberg' 'grussell' 'mark.pollack'
 'hillert' 'pperalta']",7.0,3.0,5.0,5,0.20833333333333334,0.125,34,2.3333333333333335,0.42857142857142855,4.6
xd,Sprint 35,2014-09-22 17:29:11.228000+00:00,2014-09-30 17:29:00+00:00,22.0,42.0,0.5238095238095238,7,8.0,275.0,3,0,['thomas.risberg' 'iperumal' 'mbogoevici' 'pperalta' 'hillert'],['eric.bottard' 'iperumal' 'dturanski' 'mbogoevici' 'grenfro'],5.0,3.0,3.0,5,0.15,0.15,35,2.0,0.5,4.4
xd,Sprint 36,2014-10-06 19:22:27.837000+00:00,2014-10-18 06:23:00+00:00,73.0,102.0,0.7156862745098039,11,8.0,912.5,4,1,"[nan 'mbogoevici' 'pperalta' 'dturanski' 'mminella' 'mark.fisher'
 'thomas.risberg' 'eric.bottard' 'hillert' 'grenfro' 'iperumal' 'liujiong'
 'mark.pollack']",['thomas.risberg' 'iperumal' 'mbogoevici' 'pperalta' 'hillert'],5.0,8.0,0.0,13,0.0,0.2222222222222222,36,2.3333333333333335,0.42857142857142855,5.615384615384615
xd,Sprint 37,2014-10-20 18:06:25.222000+00:00,2014-11-01 01:06:00+00:00,79.0,137.0,0.5766423357664233,11,8.0,987.5,4,0,"['pperalta' 'chrisschaefer' 'eric.bottard' 'mark.fisher' 'grenfro'
 'thomas.risberg' 'mbogoevici' 'sabby' 'hillert' 'dturanski' nan
 'jvalkeal' 'iperumal' 'grussell']","[nan 'mbogoevici' 'pperalta' 'dturanski' 'mminella' 'mark.fisher'
 'thomas.risberg' 'eric.bottard' 'hillert' 'grenfro' 'iperumal' 'liujiong'
 'mark.pollack']",13.0,4.0,3.0,14,0.05555555555555555,0.07407407407407407,37,2.1666666666666665,0.46153846153846156,5.642857142857143
