project,sprint.name,startDate,endDate,velocity,work_capacity,focus_factor,sprint_length,baseline,velocity_increase,P,H,fields.assignee.name,old_devs,old_devs_abs,new_devs_abs,turnover_abs,current_devs_abs,turnover,new_devs,sprint.nbr,TSI,TSI_inv,individual_velocity
nexus,Sprint 55,2015-10-27 20:11:05.682000+00:00,2015-11-10 20:11:00+00:00,0.5,8.5,0.058823529411764705,13,19.666666666666668,2.542372881355932,1,0,['jtom' 'dsauble' 'krobinson'],['plynch' 'jtom' 'dsauble' 'fmilens'],4.0,1.0,2.0,3,0.14285714285714285,0.07142857142857142,48,1.75,0.5714285714285714,0.16666666666666666
nexus,Sprint 56,2015-11-10 20:36:10.958000+00:00,2015-11-24 20:36:00+00:00,1.5,3.0,0.5,13,19.666666666666668,7.627118644067796,1,0,['jtom' 'dsauble'],['jtom' 'dsauble' 'krobinson'],3.0,0.0,1.0,2,0.1,0.0,49,1.25,0.8,0.75
nexus,Sprint 57,2015-11-24 21:07:53.450000+00:00,2015-12-08 21:07:00+00:00,0.5,8.5,0.058823529411764705,13,19.666666666666668,2.542372881355932,1,0,['mprescott' 'jtom'],['jtom' 'dsauble'],2.0,1.0,1.0,2,0.125,0.125,50,1.5,0.6666666666666666,0.25
nexus,Sprint 60 - Föhn,2016-01-05 18:08:23.909000+00:00,2016-01-19 18:08:00+00:00,5.0,20.0,0.25,13,19.666666666666668,25.423728813559322,1,0,['jtom' 'fmilens' 'krobinson'],['dsauble' 'plynch'],2.0,3.0,2.0,3,0.2,0.3,51,2.25,0.4444444444444444,1.6666666666666667
nexus,Sprint 60 - Chinook,2016-01-05 20:02:13.214000+00:00,2016-01-19 20:02:00+00:00,8.0,8.0,1.0,13,19.666666666666668,40.67796610169491,1,0,['dsauble' 'plynch'],['jdillon' nan 'rseddon' 'alin'],4.0,2.0,4.0,2,0.3333333333333333,0.16666666666666666,52,2.5,0.4,4.0
nexus,Sprint 61 - Föhn,2016-01-19 18:12:29.079000+00:00,2016-02-02 18:12:00+00:00,2.0,58.0,0.034482758620689655,13,19.666666666666668,10.169491525423728,1,0,['jtom' 'simpligility' 'mprescott' 'dwallace'],['plynch' 'dsauble'],2.0,4.0,2.0,4,0.16666666666666666,0.3333333333333333,53,2.5,0.4,0.5
nexus,Sprint 61 - Chinook,2016-01-19 20:25:02.618000+00:00,2016-02-02 20:25:00+00:00,1.0,1.0,1.0,13,19.666666666666668,5.084745762711864,1,0,['plynch' 'dsauble'],['jtom' 'fmilens' 'krobinson'],3.0,2.0,3.0,2,0.3,0.2,54,2.25,0.4444444444444444,0.5
nexus,Sprint 62 - Chinook,2016-02-02 19:39:40.661000+00:00,2016-02-16 19:39:00+00:00,0.5,0.5,1.0,13,19.666666666666668,2.542372881355932,1,0,[nan],['jtom' 'simpligility' 'mprescott' 'dwallace'],4.0,1.0,4.0,1,0.4,0.1,55,2.25,0.4444444444444444,0.5
nexus,Sprint 63 - Föhn,2016-02-16 18:28:06.852000+00:00,2016-03-01 18:28:00+00:00,6.5,19.5,0.3333333333333333,13,19.666666666666668,33.05084745762712,1,0,['jtom' 'cstamas' 'fmilens' nan 'dwallace'],['alin' 'plynch' 'dwallace'],3.0,4.0,2.0,5,0.125,0.25,56,2.5,0.4,1.3
nexus,Sprint 64 - Föhn,2016-03-01 18:06:28.385000+00:00,2016-03-15 18:06:00+00:00,5.0,9.5,0.5263157894736842,13,19.666666666666668,25.423728813559322,1,0,['jtom' 'dwallace'],['jtom' 'cstamas' 'fmilens' nan 'dwallace'],5.0,0.0,3.0,2,0.21428571428571427,0.0,57,1.75,0.5714285714285714,2.5
nexus,Sprint 65 - Föhn,2016-03-15 17:00:14.509000+00:00,2016-03-29 17:00:00+00:00,2.0,2.0,1.0,13,19.666666666666668,10.169491525423728,1,0,['fmilens' 'krobinson' 'dwallace' 'jtom'],['jtom'],1.0,3.0,0.0,4,0.0,0.3,58,1.75,0.5714285714285714,0.5
nexus,Sprint 65 - Chinook,2016-03-15 18:37:15.448000+00:00,2016-03-29 18:37:00+00:00,0.5,0.5,1.0,13,19.666666666666668,2.542372881355932,1,0,['jtom'],['jtom' 'dwallace'],2.0,0.0,1.0,1,0.16666666666666666,0.0,59,1.25,0.8,0.5
nexus,Sprint 66 - Föhn,2016-03-29 17:03:59.379000+00:00,2016-04-12 17:03:00+00:00,5.0,7.0,0.7142857142857143,13,19.666666666666668,25.423728813559322,1,1,['dwallace' 'jtom' nan],['jtom' 'mprescott'],2.0,2.0,1.0,3,0.1,0.2,60,1.75,0.5714285714285714,1.6666666666666667
nexus,Sprint 66 - Chinook,2016-03-29 18:52:53.947000+00:00,2016-04-12 18:52:00+00:00,0.5,0.5,1.0,13,19.666666666666668,2.542372881355932,1,0,['jtom' 'mprescott'],['fmilens' 'krobinson' 'dwallace' 'jtom'],4.0,1.0,3.0,2,0.25,0.08333333333333333,61,2.0,0.5,0.25
nexus,Sprint 67 - Föhn,2016-04-12 16:56:31.672000+00:00,2016-04-26 16:56:00+00:00,0.5,0.5,1.0,13,19.666666666666668,2.542372881355932,1,0,['jtom'],['jtom'],1.0,0.0,0.0,1,0.0,0.0,62,1.0,1.0,0.5
nexus,Sprint 68 - Föhn,2016-04-26 17:10:17.017000+00:00,2016-05-10 17:10:00+00:00,1.0,1.0,1.0,13,19.666666666666668,5.084745762711864,1,0,['jtom'],['jtom'],1.0,0.0,0.0,1,0.0,0.0,63,1.0,1.0,1.0
timob,Sprint 2011-49,2011-12-03 21:29:08.571428572+00:00,2011-12-12 00:00:00+00:00,3.0,8.0,0.375,8,10.666666666666666,28.125,1,0,['jalter'],['pinnamuri'],1.0,1.0,1.0,1,0.25,0.25,1,3.0,0.3333333333333333,3.0
timob,Sprint 2012-02,2011-12-12 00:00:00+00:00,2012-01-29 00:00:00+00:00,21.0,21.5,0.9767441860465116,48,10.666666666666666,196.875,2,0,['vduggal'],['jalter'],1.0,1.0,1.0,1,0.25,0.25,2,3.0,0.3333333333333333,21.0
timob,Sprint 2012-03,2012-01-29 00:00:00+00:00,2012-02-12 00:00:00+00:00,8.0,17.0,0.47058823529411764,14,10.666666666666666,75.0,1,0,['jalter'],['vduggal'],1.0,1.0,1.0,1,0.25,0.25,3,3.0,0.3333333333333333,8.0
timob,Sprint 2012-04,2012-02-12 00:00:00+00:00,2012-02-26 00:00:00+00:00,3.5,7.0,0.5,14,10.666666666666666,32.8125,1,0,"['mculpepper' 'mstepanov' 'srahim' 'pwang' 'chaseculpepper22'
 'stephentramer' 'dtoth']",['jalter'],1.0,7.0,1.0,7,0.0625,0.4375,4,9.0,0.1111111111111111,0.5
timob,Sprint 2012-05,2012-02-26 00:00:00+00:00,2012-03-11 00:00:00+00:00,6.0,6.0,1.0,14,10.666666666666666,56.25,1,0,['vduggal' 'srahim' 'mstepanov' 'pwang' 'mculpepper'],['jlemieux' 'dcampbell' 'fboisvert'],3.0,5.0,3.0,5,0.1875,0.3125,5,9.0,0.1111111111111111,1.2
timob,Sprint 2012-06,2012-03-11 00:00:00+00:00,2012-03-25 00:00:00+00:00,1.0,13.5,0.07407407407407407,14,10.666666666666666,9.375,1,0,['joshroesslein' 'pwang' 'chaseculpepper22'],['dcampbell' 'hmovsisyan' 'penrique' 'fboisvert'],4.0,3.0,4.0,3,0.2857142857142857,0.21428571428571427,6,8.0,0.125,0.3333333333333333
timob,Sprint 2012-07,2012-03-25 00:00:00+00:00,2012-04-08 00:00:00+00:00,15.0,24.0,0.625,14,10.666666666666666,140.625,2,0,"['vduggal' 'joshroesslein' 'stephentramer' 'hpham' 'mstepanov' 'srahim'
 'ngupta' 'chaseculpepper22']",['hmovsisyan' 'dcampbell' 'jlemieux' 'penrique'],4.0,8.0,4.0,8,0.16666666666666666,0.3333333333333333,7,13.0,0.07692307692307693,1.875
timob,Sprint 2012-08,2012-04-08 00:00:00+00:00,2012-04-22 00:00:00+00:00,55.5,95.5,0.581151832460733,14,10.666666666666666,520.3125,4,0,"['ayeung' 'blainhamon' 'srahim' 'stephentramer' 'vduggal' 'hpham' 'pwang'
 'ingo' 'mstepanov' 'joshroesslein' 'opiecyrus' 'billdawson']",['agalstyan' 'hmovsisyan' 'penrique'],3.0,12.0,3.0,12,0.1,0.4,8,16.0,0.0625,4.625
timob,Sprint 2012-11 BB,2012-07-30 00:00:00+00:00,2012-08-12 00:00:00+00:00,1.0,51.0,0.0196078431372549,13,10.666666666666666,9.375,1,0,['hmovsisyan' 'dcampbell' 'penrique' 'agalstyan' 'jlemieux'],['ingo' 'billdawson' 'opiecyrus'],3.0,5.0,3.0,5,0.1875,0.3125,9,9.0,0.1111111111111111,0.2
timob,Sprint 2012-13 BB,2012-08-26 00:00:00+00:00,2012-09-09 00:00:00+00:00,0.5,14.0,0.03571428571428571,14,10.666666666666666,4.6875,1,0,['penrique' 'jlemieux' 'hmovsisyan' 'dlifshitz'],['opiecyrus'],1.0,4.0,1.0,4,0.1,0.4,10,6.0,0.16666666666666666,0.125
timob,2012 Sprint 24,2012-11-19 00:00:00+00:00,2012-12-03 00:00:00+00:00,16.0,32.0,0.5,14,10.666666666666666,150.0,2,0,['cbarber'],['mstepanov'],1.0,1.0,1.0,1,0.25,0.25,11,3.0,0.3333333333333333,16.0
timob,2013 Sprint 02,2012-12-31 00:00:00+00:00,2013-01-28 00:00:00+00:00,16.0,116.0,0.13793103448275862,28,10.666666666666666,150.0,2,0,['cbarber' 'penrique' 'rmcmahon' 'hpham'],['cng'],1.0,4.0,1.0,4,0.1,0.4,12,6.0,0.16666666666666666,4.0
timob,2013 Sprint 03,2013-01-28 00:00:00+00:00,2013-02-11 00:00:00+00:00,6.0,180.0,0.03333333333333333,14,10.666666666666666,56.25,1,0,['ayeung' 'ingo' 'joshroesslein'],['cbarber'],1.0,3.0,1.0,3,0.125,0.375,13,5.0,0.2,2.0
timob,2013 Sprint 04,2013-02-11 00:00:00+00:00,2013-02-25 00:00:00+00:00,22.0,504.0,0.04365079365079365,14,10.666666666666666,206.25,2,0,['cbarber' 'sunila' 'joshroesslein' 'rmcmahon'],['ayeung'],1.0,4.0,1.0,4,0.1,0.4,14,6.0,0.16666666666666666,5.5
timob,2013 Sprint 07,2013-03-25 00:00:00+00:00,2013-04-08 00:00:00+00:00,10.0,80.0,0.125,14,10.666666666666666,93.75,1,0,['rmcmahon' 'joshroesslein'],['rmcmahon' 'joshroesslein' 'penrique'],3.0,0.0,1.0,2,0.1,0.0,15,2.0,0.5,5.0
timob,2013 Sprint 08,2013-04-08 00:00:00+00:00,2013-04-22 00:00:00+00:00,10.0,80.0,0.125,14,10.666666666666666,93.75,1,0,['hpham' 'joshroesslein' 'rmcmahon'],['rmcmahon' 'joshroesslein'],2.0,1.0,0.0,3,0.0,0.1,16,2.0,0.5,3.3333333333333335
timob,2013 Sprint 16,2013-07-29 00:00:00+00:00,2013-08-12 00:00:00+00:00,8.0,56.0,0.14285714285714285,14,10.666666666666666,75.0,1,0,['cbarber' 'rmcmahon' 'ingo' 'pwang'],['csullivan'],1.0,4.0,1.0,4,0.1,0.4,17,6.0,0.16666666666666666,2.0
timob,2013 Sprint 18,2013-08-12 00:00:00+00:00,2013-09-06 00:00:00+00:00,78.0,376.0,0.2074468085106383,25,10.666666666666666,731.25,4,0,['cbarber' 'csullivan'],['cbarber'],1.0,1.0,0.0,2,0.0,0.16666666666666666,18,2.0,0.5,39.0
timob,2013 Sprint 21,2013-10-04 00:00:00+00:00,2013-10-18 00:00:00+00:00,6.0,89.0,0.06741573033707865,14,10.666666666666666,56.25,1,0,['cbarber' 'sdowse'],['csullivan'],1.0,2.0,1.0,2,0.16666666666666666,0.3333333333333333,19,4.0,0.25,3.0
timob,2013 Sprint 23,2013-11-01 00:00:00+00:00,2013-11-15 00:00:00+00:00,66.0,188.0,0.35106382978723405,14,10.666666666666666,618.75,4,0,['cbarber' 'pinnamuri' 'sunila' 'hpham' 'csullivan'],['cbarber'],1.0,4.0,0.0,5,0.0,0.3333333333333333,20,5.0,0.2,13.2
timob,2013 Sprint 24,2013-11-15 00:00:00+00:00,2013-11-29 00:00:00+00:00,15.0,37.0,0.40540540540540543,14,10.666666666666666,140.625,2,0,['cbarber'],['pinnamuri'],1.0,1.0,1.0,1,0.25,0.25,21,3.0,0.3333333333333333,15.0
timob,2014 Sprint 05,2014-01-17 00:00:00+00:00,2014-03-14 00:00:00+00:00,16.0,32.0,0.5,56,10.666666666666666,150.0,2,0,['mlangston'],['cbarber'],1.0,1.0,1.0,1,0.25,0.25,22,3.0,0.3333333333333333,16.0
tistud,2012 Sprint 02,2012-01-16 23:10:20.689655173+00:00,2012-01-31 00:00:00+00:00,131.0,244.0,0.5368852459016393,14,106.66666666666667,122.81249999999999,2,0,['mxia' 'ingo' 'nle' 'sgibly' 'cwilliams'],,0.0,0.0,0.0,5,0.0,0.0,1,1.0,1.0,26.2
tistud,2012 Sprint 03,2012-01-31 00:00:00+00:00,2012-02-10 00:00:00+00:00,96.0,136.0,0.7058823529411765,10,106.66666666666667,89.99999999999999,1,1,['cwilliams' 'sgibly' 'klindsey' 'mxia' 'nhuynh'],['mxia' 'ingo' 'nle' 'sgibly' 'cwilliams'],5.0,2.0,2.0,5,0.1,0.1,2,1.8,0.5555555555555556,19.2
tistud,2012 Sprint 04,2012-02-10 00:00:00+00:00,2012-02-24 00:00:00+00:00,93.0,101.0,0.9207920792079208,14,106.66666666666667,87.1875,1,0,['mxia' 'cwilliams' 'sgibly' 'ingo' 'nle' 'klindsey'],['cwilliams' 'sgibly' 'klindsey' 'mxia' 'nhuynh'],5.0,2.0,1.0,6,0.045454545454545456,0.09090909090909091,3,1.6,0.625,15.5
tistud,2012 Sprint 05,2012-02-24 00:00:00+00:00,2012-03-09 00:00:00+00:00,257.0,347.0,0.7406340057636888,14,106.66666666666667,240.93749999999997,3,1,['cwilliams' 'mxia' 'klindsey' 'ingo' 'nle' 'sgibly'],['mxia' 'cwilliams' 'sgibly' 'ingo' 'nle' 'klindsey'],6.0,0.0,0.0,6,0.0,0.0,4,1.0,1.0,42.833333333333336
tistud,2012 Sprint 06,2012-03-09 00:00:00+00:00,2012-03-23 00:00:00+00:00,274.0,324.0,0.845679012345679,14,106.66666666666667,256.875,3,1,['ingo' 'mxia' 'nle' 'sgibly' 'cwilliams' 'klindsey' 'ikucheinyk'],['cwilliams' 'mxia' 'klindsey' 'ingo' 'nle' 'sgibly'],6.0,1.0,0.0,7,0.0,0.038461538461538464,5,1.2,0.8333333333333334,39.142857142857146
tistud,2012 Sprint 07,2012-03-23 00:00:00+00:00,2012-04-06 00:00:00+00:00,132.0,185.0,0.7135135135135136,14,106.66666666666667,123.75,2,1,['ingo' 'nle' 'mxia' 'sgibly' 'cwilliams'],['ingo' 'mxia' 'nle' 'sgibly' 'cwilliams' 'klindsey' 'ikucheinyk'],7.0,0.0,2.0,5,0.08333333333333333,0.0,6,1.4,0.7142857142857143,26.4
tistud,2012 Sprint 08,2012-04-06 00:00:00+00:00,2012-04-20 00:00:00+00:00,147.0,184.0,0.7989130434782609,14,106.66666666666667,137.8125,2,1,['cwilliams' 'ingo' 'mxia' 'sgibly' 'nle' 'klindsey'],['ingo' 'nle' 'mxia' 'sgibly' 'cwilliams'],5.0,1.0,0.0,6,0.0,0.045454545454545456,7,1.2,0.8333333333333334,24.5
tistud,2012 Sprint 10,2012-04-20 00:00:00+00:00,2012-05-21 00:00:00+00:00,101.0,257.0,0.39299610894941633,31,106.66666666666667,94.68749999999999,1,0,['nle' 'sgibly' 'ingo' 'cwilliams'],['nle' 'sgibly' 'mxia' 'cwilliams' 'ingo'],5.0,0.0,1.0,4,0.05555555555555555,0.0,8,1.2,0.8333333333333334,25.25
tistud,2012 Sprint 11,2012-05-31 00:00:00+00:00,2012-06-04 00:00:00+00:00,18.0,18.0,1.0,4,106.66666666666667,16.875,1,0,['mxia' 'ingo' 'cwilliams' 'fzadrozny' 'nle' 'sgibly'],['nle' 'sgibly' 'ingo' 'cwilliams'],4.0,2.0,0.0,6,0.0,0.1,9,1.4,0.7142857142857143,3.0
tistud,2012 Sprint 12,2012-06-04 00:00:00+00:00,2012-06-15 00:00:00+00:00,185.0,214.0,0.8644859813084113,11,106.66666666666667,173.4375,2,1,['mxia' 'sgibly' 'cwilliams' 'nle' 'ingo' 'pinnamuri' 'fzadrozny'],['mxia' 'ingo' 'cwilliams' 'fzadrozny' 'nle' 'sgibly'],6.0,1.0,0.0,7,0.0,0.038461538461538464,10,1.2,0.8333333333333334,26.428571428571427
tistud,2012 Sprint 13,2012-06-15 00:00:00+00:00,2012-06-29 00:00:00+00:00,93.0,106.0,0.8773584905660378,14,106.66666666666667,87.1875,1,1,['sgibly' 'nle' 'mxia' 'ingo' 'dhyde'],['mxia' 'sgibly' 'cwilliams' 'nle' 'ingo' 'pinnamuri' 'fzadrozny'],7.0,1.0,3.0,5,0.125,0.041666666666666664,11,1.8,0.5555555555555556,18.6
tistud,2012 Sprint 14,2012-06-29 00:00:00+00:00,2012-07-27 00:00:00+00:00,165.0,388.0,0.4252577319587629,28,106.66666666666667,154.6875,2,0,['mxia' 'nle' 'cwilliams' 'ingo' 'sgibly'],['sgibly' 'nle' 'mxia' 'ingo' 'dhyde'],5.0,1.0,1.0,5,0.05,0.05,12,1.4,0.7142857142857143,33.0
tistud,2012 Sprint 15,2012-07-27 00:00:00+00:00,2012-07-30 00:00:00+00:00,21.0,21.0,1.0,3,106.66666666666667,19.6875,1,0,['ingo' 'mxia' 'sgibly' 'cwilliams' 'fzadrozny' 'cheadley' 'nle'],['mxia' 'nle' 'cwilliams' 'ingo' 'sgibly'],5.0,2.0,0.0,7,0.0,0.08333333333333333,13,1.4,0.7142857142857143,3.0
tistud,2012 Sprint 16,2012-07-30 00:00:00+00:00,2012-08-13 00:00:00+00:00,209.0,233.0,0.8969957081545065,14,106.66666666666667,195.9375,2,1,['mxia' 'sgibly' 'ingo' 'nle' 'cwilliams'],['ingo' 'mxia' 'sgibly' 'cwilliams' 'fzadrozny' 'cheadley' 'nle'],7.0,0.0,2.0,5,0.08333333333333333,0.0,14,1.4,0.7142857142857143,41.8
tistud,2012 Sprint 17,2012-08-13 00:00:00+00:00,2012-08-27 00:00:00+00:00,145.0,171.0,0.847953216374269,14,106.66666666666667,135.9375,2,1,['sgibly' 'ingo' 'mxia' 'nle' 'cwilliams' 'sdavis'],['mxia' 'sgibly' 'ingo' 'nle' 'cwilliams'],5.0,1.0,0.0,6,0.0,0.045454545454545456,15,1.2,0.8333333333333334,24.166666666666668
tistud,2012 Sprint 18,2012-08-27 00:00:00+00:00,2012-09-10 00:00:00+00:00,137.0,211.0,0.6492890995260664,14,106.66666666666667,128.4375,2,0,['sgibly' 'cwilliams' 'mxia' 'ingo'],['sgibly' 'ingo' 'mxia' 'nle' 'cwilliams' 'sdavis'],6.0,0.0,2.0,4,0.1,0.0,16,1.4,0.7142857142857143,34.25
tistud,2012 Sprint 19,2012-09-10 00:00:00+00:00,2012-09-24 00:00:00+00:00,130.0,143.0,0.9090909090909091,14,106.66666666666667,121.875,2,0,['mxia' 'cwilliams' 'nle' 'sgibly'],['sgibly' 'cwilliams' 'mxia' 'ingo'],4.0,1.0,1.0,4,0.0625,0.0625,17,1.4,0.7142857142857143,32.5
tistud,2012 Sprint 20,2012-09-24 00:00:00+00:00,2012-10-08 00:00:00+00:00,223.0,299.0,0.745819397993311,14,106.66666666666667,209.06249999999997,2,1,['nle' 'pinnamuri' 'mxia' 'cwilliams' 'sgibly'],['mxia' 'cwilliams' 'nle' 'sgibly'],4.0,1.0,0.0,5,0.0,0.05555555555555555,18,1.2,0.8333333333333334,44.6
tistud,2012 Sprint 21,2012-10-08 00:00:00+00:00,2012-10-22 00:00:00+00:00,302.0,394.0,0.766497461928934,14,106.66666666666667,283.125,3,1,['nle' 'sgibly' 'cwilliams' 'mxia' 'pinnamuri'],['nle' 'pinnamuri' 'mxia' 'cwilliams' 'sgibly'],5.0,0.0,0.0,5,0.0,0.0,19,1.0,1.0,60.4
tistud,2012 Sprint 22,2012-10-22 00:00:00+00:00,2012-11-05 00:00:00+00:00,229.0,299.0,0.7658862876254181,14,106.66666666666667,214.6875,2,1,['sgibly' 'cwilliams' 'mxia' 'nle' 'pinnamuri'],['nle' 'sgibly' 'cwilliams' 'mxia' 'pinnamuri'],5.0,0.0,0.0,5,0.0,0.0,20,1.0,1.0,45.8
tistud,2012 Sprint 23,2012-11-05 00:00:00+00:00,2012-11-19 00:00:00+00:00,206.0,250.0,0.824,14,106.66666666666667,193.125,2,1,['sgibly' 'pinnamuri' 'mxia' 'cwilliams' 'nle'],['sgibly' 'cwilliams' 'mxia' 'nle' 'pinnamuri'],5.0,0.0,0.0,5,0.0,0.0,21,1.0,1.0,41.2
tistud,2012 Sprint 24,2012-11-19 00:00:00+00:00,2012-12-03 00:00:00+00:00,207.0,231.0,0.8961038961038961,14,106.66666666666667,194.06249999999997,2,1,['sgibly' 'cwilliams' 'mxia' 'nle' 'pinnamuri'],['sgibly' 'pinnamuri' 'mxia' 'cwilliams' 'nle'],5.0,0.0,0.0,5,0.0,0.0,22,1.0,1.0,41.4
tistud,2012 Sprint 25,2012-12-03 00:00:00+00:00,2012-12-17 00:00:00+00:00,345.0,402.0,0.8582089552238806,14,106.66666666666667,323.4375,3,1,['mxia' 'sgibly' 'cwilliams' 'pinnamuri' 'nle' 'ingo'],['sgibly' 'cwilliams' 'mxia' 'nle' 'pinnamuri'],5.0,1.0,0.0,6,0.0,0.045454545454545456,23,1.2,0.8333333333333334,57.5
tistud,2012 Sprint 26,2012-12-17 00:00:00+00:00,2012-12-31 00:00:00+00:00,164.0,226.0,0.7256637168141593,14,106.66666666666667,153.75,2,1,['mxia' 'sgibly' 'pinnamuri' 'nle' 'cwilliams'],['mxia' 'sgibly' 'cwilliams' 'pinnamuri' 'nle' 'ingo'],6.0,0.0,1.0,5,0.045454545454545456,0.0,24,1.2,0.8333333333333334,32.8
tistud,2013 Sprint 01,2012-12-31 00:00:00+00:00,2013-01-14 00:00:00+00:00,195.0,274.0,0.7116788321167883,14,106.66666666666667,182.8125,2,1,['mxia' 'sgibly' 'cwilliams' 'pinnamuri' 'nle'],['mxia' 'sgibly' 'pinnamuri' 'nle' 'cwilliams'],5.0,0.0,0.0,5,0.0,0.0,25,1.0,1.0,39.0
tistud,2013 Sprint 02,2013-01-14 00:00:00+00:00,2013-01-28 00:00:00+00:00,104.0,149.0,0.697986577181208,14,106.66666666666667,97.5,1,0,['pinnamuri' 'mxia' 'sgibly' 'cwilliams'],['mxia' 'sgibly' 'cwilliams' 'pinnamuri' 'nle'],5.0,0.0,1.0,4,0.05555555555555555,0.0,26,1.2,0.8333333333333334,26.0
tistud,2013 Sprint 03,2013-01-28 00:00:00+00:00,2013-02-11 00:00:00+00:00,162.0,178.0,0.9101123595505618,14,106.66666666666667,151.87499999999997,2,0,['cwilliams' 'mxia' 'nle' 'sgibly' 'pinnamuri'],['pinnamuri' 'mxia' 'sgibly' 'cwilliams'],4.0,1.0,0.0,5,0.0,0.05555555555555555,27,1.2,0.8333333333333334,32.4
tistud,2013 Sprint 04,2013-02-11 00:00:00+00:00,2013-02-25 00:00:00+00:00,157.0,183.0,0.8579234972677595,14,106.66666666666667,147.1875,2,1,['nle' 'mxia' 'cwilliams' 'pinnamuri'],['cwilliams' 'mxia' 'nle' 'sgibly' 'pinnamuri'],5.0,0.0,1.0,4,0.05555555555555555,0.0,28,1.2,0.8333333333333334,39.25
tistud,2013 Sprint 05,2013-02-25 00:00:00+00:00,2013-03-11 00:00:00+00:00,62.0,99.0,0.6262626262626263,14,106.66666666666667,58.12499999999999,1,0,['mxia' 'nle' 'pinnamuri' 'sgibly' 'cwilliams' 'lokeshchdhry'],['nle' 'mxia' 'cwilliams' 'pinnamuri'],4.0,2.0,0.0,6,0.0,0.1,29,1.4,0.7142857142857143,10.333333333333334
tistud,2013 Sprint 06,2013-03-11 00:00:00+00:00,2013-03-25 00:00:00+00:00,109.0,179.0,0.6089385474860335,14,106.66666666666667,102.18749999999999,2,0,['cwilliams' 'mxia' 'sgibly' 'pinnamuri'],['mxia' 'nle' 'pinnamuri' 'sgibly' 'cwilliams' 'lokeshchdhry'],6.0,0.0,2.0,4,0.1,0.0,30,1.4,0.7142857142857143,27.25
tistud,2013 Sprint 07,2013-03-25 00:00:00+00:00,2013-04-08 00:00:00+00:00,224.0,250.0,0.896,14,106.66666666666667,210.0,2,1,['mxia' 'sgibly' 'pinnamuri' 'cwilliams' 'nle'],['cwilliams' 'mxia' 'sgibly' 'pinnamuri'],4.0,1.0,0.0,5,0.0,0.05555555555555555,31,1.2,0.8333333333333334,44.8
tistud,2013 Sprint 08,2013-04-08 00:00:00+00:00,2013-04-22 00:00:00+00:00,180.0,247.0,0.728744939271255,14,106.66666666666667,168.75,2,1,['sgibly' 'cwilliams' 'mxia' 'pinnamuri' 'nle'],['mxia' 'sgibly' 'pinnamuri' 'cwilliams' 'nle'],5.0,0.0,0.0,5,0.0,0.0,32,1.0,1.0,36.0
tistud,2013 Sprint 09,2013-04-22 00:00:00+00:00,2013-05-06 00:00:00+00:00,94.0,117.0,0.8034188034188035,14,106.66666666666667,88.125,1,1,['mxia' 'sgibly' 'cwilliams' 'pinnamuri'],['sgibly' 'cwilliams' 'mxia' 'pinnamuri' 'nle'],5.0,0.0,1.0,4,0.05555555555555555,0.0,33,1.2,0.8333333333333334,23.5
tistud,2013 Sprint 10,2013-05-06 00:00:00+00:00,2013-05-20 00:00:00+00:00,125.0,157.0,0.7961783439490446,14,106.66666666666667,117.1875,2,1,['mxia' 'sgibly' 'cwilliams' 'pinnamuri'],['mxia' 'sgibly' 'cwilliams' 'pinnamuri'],4.0,0.0,0.0,4,0.0,0.0,34,1.0,1.0,31.25
tistud,2013 Sprint 11,2013-05-20 00:00:00+00:00,2013-06-03 00:00:00+00:00,72.0,149.0,0.48322147651006714,14,106.66666666666667,67.5,1,0,['sgibly' 'mxia' 'pinnamuri' 'cwilliams'],['mxia' 'sgibly' 'cwilliams' 'pinnamuri'],4.0,0.0,0.0,4,0.0,0.0,35,1.0,1.0,18.0
tistud,2013 Sprint 12,2013-06-03 00:00:00+00:00,2013-06-17 00:00:00+00:00,127.0,193.0,0.6580310880829016,14,106.66666666666667,119.0625,2,0,['sgibly' 'mxia' 'pinnamuri' 'cwilliams'],['sgibly' 'mxia' 'pinnamuri' 'cwilliams'],4.0,0.0,0.0,4,0.0,0.0,36,1.0,1.0,31.75
tistud,2013 Sprint 13,2013-06-17 00:00:00+00:00,2013-07-01 00:00:00+00:00,136.0,149.0,0.912751677852349,14,106.66666666666667,127.49999999999999,2,0,['mxia' 'sgibly' 'cwilliams' 'pinnamuri'],['sgibly' 'mxia' 'pinnamuri' 'cwilliams'],4.0,0.0,0.0,4,0.0,0.0,37,1.0,1.0,34.0
tistud,2013 Sprint 14,2013-07-01 00:00:00+00:00,2013-07-15 00:00:00+00:00,70.0,117.0,0.5982905982905983,14,106.66666666666667,65.625,1,0,['mxia' 'pinnamuri' 'cwilliams' 'sgibly'],['mxia' 'sgibly' 'cwilliams' 'pinnamuri'],4.0,0.0,0.0,4,0.0,0.0,38,1.0,1.0,17.5
tistud,2013 Sprint 15,2013-07-15 00:00:00+00:00,2013-07-29 00:00:00+00:00,73.0,103.0,0.7087378640776699,14,106.66666666666667,68.4375,1,1,['pinnamuri' 'cwilliams' 'mxia' 'sgibly'],['mxia' 'pinnamuri' 'cwilliams' 'sgibly'],4.0,0.0,0.0,4,0.0,0.0,39,1.0,1.0,18.25
