project,sprint.name,sprint.startDate,sprint.endDate,key,sprint.length
mesos,Twitter Mesos Q3 Sprint 4,2015-08-31 19:01:27.669000+00:00,2015-09-14 18:00:00+00:00,89,13 days 22:58:32.331000000
mesos,Mesosphere Sprint 18,2015-08-31 20:44:12.732000+00:00,2015-09-14 20:44:00+00:00,613,13 days 23:59:47.268000000
mesos,Twitter Mesos Q3 Sprint 5,2015-09-14 18:53:24.999000+00:00,2015-09-28 18:00:00+00:00,69,13 days 23:06:35.001000000
mesos,Mesosphere Sprint 19,2015-09-14 20:54:43.541000+00:00,2015-09-28 20:54:00+00:00,581,13 days 23:59:16.459000000
mesos,Twitter Mesos Q3 Sprint 6,2015-09-28 18:38:27.039000+00:00,2015-10-12 18:00:00+00:00,62,13 days 23:21:32.961000000
mesos,Mesosphere Sprint 20,2015-09-28 20:37:50.548000+00:00,2015-10-12 20:37:00+00:00,513,13 days 23:59:09.452000000
mesos,Mesosphere Sprint 21,2015-10-12 20:46:09.814000+00:00,2015-10-26 19:00:00+00:00,588,13 days 22:13:50.186000000
mesos,Mesosphere Sprint 22,2015-11-09 21:00:42.544000+00:00,2015-11-23 21:00:00+00:00,540,13 days 23:59:17.456000000
mesos,Mesosphere Sprint 23,2015-11-23 22:08:22.867000+00:00,2015-12-07 22:08:00+00:00,323,13 days 23:59:37.133000000
mesos,Mesosphere Sprint 24,2015-12-07 21:28:10.710000+00:00,2015-12-21 21:28:00+00:00,304,13 days 23:59:49.290000000
mesos,Mesosphere Sprint 25,2015-12-21 22:33:10.791000+00:00,2016-01-04 22:33:00+00:00,228,13 days 23:59:49.209000000
mesos,Mesosphere Sprint 26,2016-01-04 23:06:24.335000+00:00,2016-01-18 23:06:00+00:00,491,13 days 23:59:35.665000000
mesos,Mesosphere Sprint 27,2016-01-21 07:55:27.007000+00:00,2016-02-04 07:55:00+00:00,551,13 days 23:59:32.993000000
mesos,Mesosphere Sprint 28,2016-02-01 20:19:53.168000+00:00,2016-02-15 20:19:00+00:00,505,13 days 23:59:06.832000000
mesos,Mesosphere Sprint 29,2016-02-16 23:11:50.751000+00:00,2016-03-01 23:11:00+00:00,534,13 days 23:59:09.249000000
mesos,Mesosphere Sprint 30,2016-03-01 17:40:49.400000+00:00,2016-03-15 17:40:00+00:00,521,13 days 23:59:10.600000000
mesos,Mesosphere Sprint 31,2016-03-15 18:06:45.477000+00:00,2016-03-29 18:06:00+00:00,568,13 days 23:59:14.523000000
mesos,Mesosphere Sprint 32,2016-03-30 00:40:05.180000+00:00,2016-04-13 00:40:00+00:00,334,13 days 23:59:54.820000000
mesos,Mesosphere Sprint 33,2016-04-12 16:14:54.174000+00:00,2016-04-26 16:14:00+00:00,315,13 days 23:59:05.826000000
mesos,Mesosphere Sprint 34,2016-04-27 16:13:39.528000+00:00,2016-05-11 16:13:00+00:00,228,13 days 23:59:20.472000000
mule,ESB Sprint 1,2013-02-20 17:02:24.206000+00:00,2013-03-05 17:02:24.206000+00:00,4,13 days 00:00:00.000000000
mule,ESB Sprint 2,2013-03-05 21:02:00+00:00,2013-03-19 20:02:00+00:00,12,13 days 23:00:00.000000000
mule,ESB Sprint 3,2013-03-20 15:30:40.323000+00:00,2013-04-02 15:30:40.323000+00:00,14,13 days 00:00:00.000000000
mule,ESB Sprint 4,2013-04-05 18:51:48.140000+00:00,2013-04-12 18:51:48.140000+00:00,1,7 days 00:00:00.000000000
mule,ESB Sprint 5,2013-04-23 17:40:54.772000+00:00,2013-05-07 17:40:54.772000+00:00,2,14 days 00:00:00.000000000
mule,ESB Sprint 6,2013-05-21 15:42:52.818000+00:00,2013-06-04 15:42:52.818000+00:00,36,14 days 00:00:00.000000000
mule,ESB Sprint 7,2013-05-22 21:15:45.928000+00:00,2013-06-04 21:15:45.928000+00:00,40,13 days 00:00:00.000000000
mule,Andes - Sprint 1,2013-05-24 01:06:35.384000+00:00,2013-06-07 01:06:35.384000+00:00,42,14 days 00:00:00.000000000
mule,Andes - Sprint 2,2013-06-06 23:22:08.833000+00:00,2013-06-20 23:22:08.833000+00:00,50,14 days 00:00:00.000000000
mule,Andes - Sprint 3,2013-06-28 02:10:01.050000+00:00,2013-07-05 02:10:01.050000+00:00,11,7 days 00:00:00.000000000
mule,Andes Sprint 4,2013-07-12 13:02:46.454000+00:00,2013-07-16 13:02:46.454000+00:00,10,4 days 00:00:00.000000000
mule,ESB Sprint 10,2013-07-02 19:04:06.429000+00:00,2013-07-16 19:04:06.429000+00:00,36,14 days 00:00:00.000000000
mule,ESB Sprint 11,2013-07-18 15:17:05.088000+00:00,2013-07-30 15:17:05.088000+00:00,40,12 days 00:00:00.000000000
mule,Bighorn Iteration 1,2013-07-24 03:35:15.316000+00:00,2013-08-06 03:35:15.316000+00:00,52,13 days 00:00:00.000000000
mule,Bighorn Iteration 2,2013-08-15 17:45:35.009000+00:00,2013-08-25 17:45:35.009000+00:00,52,10 days 00:00:00.000000000
mule,ESB Sprint 12,2013-08-14 19:43:12.548000+00:00,2013-08-28 19:43:12.548000+00:00,39,14 days 00:00:00.000000000
mule,Bighorn Iteration 3,2013-08-26 22:05:07.738000+00:00,2013-09-09 22:05:07.738000+00:00,36,14 days 00:00:00.000000000
mule,ESB Sprint 13,2013-08-29 22:42:03.749000+00:00,2013-09-11 22:42:03.749000+00:00,38,13 days 00:00:00.000000000
mule,Bighorn Iteration 4,2013-09-09 17:07:44.522000+00:00,2013-09-23 17:07:44.522000+00:00,37,14 days 00:00:00.000000000
mule,ESB Sprint 14,2013-09-12 15:42:12.475000+00:00,2013-09-24 15:42:12.475000+00:00,12,12 days 00:00:00.000000000
mule,ESB Cascade 1,2013-09-25 16:25:32.903000+00:00,2013-10-08 16:25:32.903000+00:00,17,13 days 00:00:00.000000000
mule,Cascade Iteration 1,2013-10-02 19:24:44.113000+00:00,2013-10-16 19:24:44.113000+00:00,4,14 days 00:00:00.000000000
mule,Cascade Iteration 2,2013-10-15 18:45:00.171000+00:00,2013-10-28 18:45:00.171000+00:00,5,13 days 00:00:00.000000000
mule,ESB Cascade 3,2013-10-25 15:14:21.062000+00:00,2013-11-06 16:14:21.062000+00:00,24,12 days 01:00:00.000000000
mule,Cascade Iteration 3,2013-10-28 19:03:50.157000+00:00,2013-11-11 20:03:50.157000+00:00,11,14 days 01:00:00.000000000
mule,Cascade Iteration 4,2013-11-11 17:43:35.237000+00:00,2013-11-18 17:43:35.237000+00:00,17,7 days 00:00:00.000000000
mule,ESB Cascade 4,2013-11-06 16:51:40.807000+00:00,2013-11-20 16:51:40.807000+00:00,15,14 days 00:00:00.000000000
mule,ESB Cascade 5,2013-11-21 14:14:47.160000+00:00,2013-12-05 14:14:47.160000+00:00,29,14 days 00:00:00.000000000
mule,Cascade Sprint 5,2013-11-26 18:51:18.352000+00:00,2013-12-09 18:51:18.352000+00:00,6,13 days 00:00:00.000000000
mule,ESB Dolomite 1,2013-12-18 17:04:03.491000+00:00,2014-01-02 17:04:03.491000+00:00,33,15 days 00:00:00.000000000
mule,Dolomite - Sprint 1,2013-12-05 20:11:41.047000+00:00,2014-01-06 20:11:00+00:00,7,31 days 23:59:18.953000000
mule,ESB Dolomite 2,2014-01-02 17:52:04.361000+00:00,2014-01-14 17:52:04.361000+00:00,111,12 days 00:00:00.000000000
mule,Dolomite Sprint 2,2014-01-07 13:14:11.434000+00:00,2014-01-21 13:14:11.434000+00:00,16,14 days 00:00:00.000000000
mule,ESB Dolomite 3,2014-01-15 18:46:01.433000+00:00,2014-01-29 18:46:01.433000+00:00,80,14 days 00:00:00.000000000
mule,ESB Dolomite 4,2014-01-29 17:36:32.807000+00:00,2014-02-12 17:36:32.807000+00:00,82,14 days 00:00:00.000000000
mule,ESB Dolomite 5,2014-02-12 18:23:10.713000+00:00,2014-02-26 18:23:10.713000+00:00,166,14 days 00:00:00.000000000
mule,ESB Dolomite 6,2014-02-26 17:51:46.561000+00:00,2014-03-12 16:51:46.561000+00:00,93,13 days 23:00:00.000000000
mule,Performance Sprint 4,2014-03-06 17:11:18.612000+00:00,2014-03-20 16:11:18.612000+00:00,1,13 days 23:00:00.000000000
mule,ESB Everest 1,2014-03-12 18:52:05.072000+00:00,2014-03-26 18:52:05.072000+00:00,126,14 days 00:00:00.000000000
mule,ESB Everest 2,2014-03-27 16:30:16.560000+00:00,2014-04-09 16:30:16.560000+00:00,61,13 days 00:00:00.000000000
mule,Performance Sprint 6,2014-04-07 19:03:51.605000+00:00,2014-04-17 19:03:51.605000+00:00,25,10 days 00:00:00.000000000
mule,ESB Everest 3,2014-04-09 16:55:24.970000+00:00,2014-04-23 16:55:24.970000+00:00,33,14 days 00:00:00.000000000
mule,Performance Sprint 7,2014-04-21 17:53:58.042000+00:00,2014-05-07 17:53:58.042000+00:00,25,16 days 00:00:00.000000000
mule,ESB Everest 4,2014-04-23 20:36:05.772000+00:00,2014-05-12 20:36:00+00:00,124,18 days 23:59:54.228000000
mule,Performance Sprint 8,2014-05-01 16:25:27.647000+00:00,2014-05-15 16:25:27.647000+00:00,25,14 days 00:00:00.000000000
mule,ESB Fitz Roy 1,2014-05-12 17:43:45.858000+00:00,2014-05-21 17:43:45.858000+00:00,90,9 days 00:00:00.000000000
mule,Performance Sprint 9,2014-05-15 15:40:48.456000+00:00,2014-05-29 15:40:48.456000+00:00,25,14 days 00:00:00.000000000
mule,ESB Fitz Roy 2,2014-05-21 17:21:28.801000+00:00,2014-06-04 17:21:28.801000+00:00,125,14 days 00:00:00.000000000
mule,Performance Sprint 10,2014-06-02 17:05:14.656000+00:00,2014-06-16 17:05:14.656000+00:00,26,14 days 00:00:00.000000000
mule,ESB Fitz Roy 3,2014-06-04 16:17:30.212000+00:00,2014-06-18 16:17:30.212000+00:00,35,14 days 00:00:00.000000000
mule,ESB Fitz Roy 4,2014-06-19 17:17:34.910000+00:00,2014-07-03 17:17:34.910000+00:00,21,14 days 00:00:00.000000000
mule,ESB Fitz Roy 5,2014-07-03 17:37:05.770000+00:00,2014-07-17 17:37:05.770000+00:00,34,14 days 00:00:00.000000000
mule,ESB Fitz Roy 6,2014-07-17 17:17:33.029000+00:00,2014-07-31 17:17:33.029000+00:00,90,14 days 00:00:00.000000000
mule,ESB Gasherbrum 2,2014-08-14 16:18:27.036000+00:00,2014-08-28 16:18:27.036000+00:00,28,14 days 00:00:00.000000000
mule,ESB Gasherbrum 3,2014-08-29 17:23:23.852000+00:00,2014-09-11 17:23:00+00:00,24,12 days 23:59:36.148000000
mule,ESB Gasherbrum 4,2014-09-11 17:14:48.518000+00:00,2014-09-25 17:14:00+00:00,94,13 days 23:59:11.482000000
mule,ESB Himalaya 1,2014-09-30 17:20:00+00:00,2014-10-13 17:20:00+00:00,20,13 days 00:00:00.000000000
mule,ESB Himalaya 2,2014-10-09 16:54:40.162000+00:00,2014-10-23 16:54:00+00:00,35,13 days 23:59:19.838000000
mule,ESB Himalaya 3,2014-10-23 17:05:31.884000+00:00,2014-11-06 18:05:00+00:00,48,14 days 00:59:28.116000000
mule,ESB Himalaya 4,2014-11-06 18:39:28.945000+00:00,2014-11-20 18:39:00+00:00,52,13 days 23:59:31.055000000
mule,ESB Himalaya 5,2014-11-20 18:24:09.617000+00:00,2014-12-04 18:24:00+00:00,55,13 days 23:59:50.383000000
mule,ESB Icefall 1,2014-12-04 18:35:13.367000+00:00,2014-12-18 18:35:00+00:00,50,13 days 23:59:46.633000000
mule,ESB Icefall 2,2014-12-18 18:02:13.591000+00:00,2015-01-08 18:02:00+00:00,49,20 days 23:59:46.409000000
mule,ESB Icefall 3,2015-01-09 20:00:22.595000+00:00,2015-01-22 20:00:00+00:00,20,12 days 23:59:37.405000000
mule,ESB Icefall 4,2015-01-22 18:52:49.506000+00:00,2015-02-05 18:52:00+00:00,41,13 days 23:59:10.494000000
mule,ESB Icefall 5,2015-02-05 20:26:36.871000+00:00,2015-02-19 20:26:00+00:00,28,13 days 23:59:23.129000000
mule,ESB Icefall 6,2015-02-19 18:32:53.695000+00:00,2015-03-05 18:32:00+00:00,32,13 days 23:59:06.305000000
mule,ESB Joy 1,2015-03-05 18:25:47.308000+00:00,2015-03-19 17:25:00+00:00,24,13 days 22:59:12.692000000
mule,ESB Joy 2,2015-03-20 18:59:51.264000+00:00,2015-04-09 18:59:00+00:00,30,19 days 23:59:08.736000000
mule,ESB Joy 3,2015-04-09 15:59:36.335000+00:00,2015-04-23 15:59:00+00:00,47,13 days 23:59:23.665000000
mule,ESB Joy 4,2015-04-23 18:27:13.198000+00:00,2015-05-07 18:27:00+00:00,39,13 days 23:59:46.802000000
mule,ESB K2 1,2015-05-07 17:32:44.848000+00:00,2015-05-21 17:32:00+00:00,26,13 days 23:59:15.152000000
mule,ESB K2 2,2015-05-21 17:12:23.950000+00:00,2015-06-04 17:12:00+00:00,51,13 days 23:59:36.050000000
mule,ESB K2 3,2015-06-04 16:29:52.897000+00:00,2015-06-18 16:29:00+00:00,38,13 days 23:59:07.103000000
mule,ESB K2 4,2015-06-18 17:18:40.653000+00:00,2015-07-02 17:18:00+00:00,17,13 days 23:59:19.347000000
mule,ESB Lhotse 1,2015-07-02 17:02:01.403000+00:00,2015-07-16 17:02:00+00:00,18,13 days 23:59:58.597000000
mule,ESB Lhotse 2,2015-07-16 16:41:49.636000+00:00,2015-07-30 16:41:00+00:00,14,13 days 23:59:10.364000000
mule,ESB Lhotse 3,2015-08-04 17:04:54.508000+00:00,2015-08-20 17:04:00+00:00,14,15 days 23:59:05.492000000
mule,ESB Lhotse 4,2015-08-25 15:54:24.300000+00:00,2015-09-10 15:54:00+00:00,26,15 days 23:59:35.700000000
mule,ESB Lhotse 5,2015-09-07 17:43:09.349000+00:00,2015-09-22 17:43:00+00:00,45,14 days 23:59:50.651000000
mule,ESB Xeptember,2015-10-19 19:50:33.528000+00:00,2015-11-03 20:50:00+00:00,19,15 days 00:59:26.472000000
mule,ESB Lhotse 6,2015-10-20 18:48:07.976000+00:00,2015-11-05 19:48:00+00:00,28,16 days 00:59:52.024000000
mule,ESB Lhotse 7,2015-11-05 16:48:06.531000+00:00,2015-11-19 16:48:00+00:00,140,13 days 23:59:53.469000000
mule,ESB Lhotse 8,2015-11-19 17:50:17.973000+00:00,2015-12-03 17:50:00+00:00,147,13 days 23:59:42.027000000
mule,ESB McKinley 1,2015-12-03 16:46:30.826000+00:00,2015-12-17 16:46:00+00:00,132,13 days 23:59:29.174000000
mule,SDK McKinley 1,2015-12-14 14:33:15.994000+00:00,2016-01-04 14:33:00+00:00,14,20 days 23:59:44.006000000
mule,ESB McKinley 2,2015-12-17 17:18:04.086000+00:00,2016-01-07 17:18:00+00:00,136,20 days 23:59:55.914000000
mule,SDK McKinley 2,2016-01-04 16:00:30.128000+00:00,2016-01-18 16:00:00+00:00,17,13 days 23:59:29.872000000
mule,Mule 4 M1 - Sprint 3,2016-01-07 15:09:52.401000+00:00,2016-01-21 15:09:00+00:00,20,13 days 23:59:07.599000000
mule,ESB McKinley 3,2016-01-07 17:20:23.605000+00:00,2016-01-21 17:20:00+00:00,145,13 days 23:59:36.395000000
mule,SDK McKinley 3,2016-01-18 15:45:59.558000+00:00,2016-02-01 15:45:00+00:00,27,13 days 23:59:00.442000000
mule,ESB McKinley 4,2016-01-21 16:50:33.545000+00:00,2016-02-04 16:50:00+00:00,129,13 days 23:59:26.455000000
mule,Mule 4 M1 - Sprint 4,2016-01-21 19:05:00.738000+00:00,2016-02-05 19:05:00+00:00,107,14 days 23:59:59.262000000
mule,Mule 4 M2 Nero 1,2016-02-10 18:51:29.183000+00:00,2016-02-18 18:51:00+00:00,95,7 days 23:59:30.817000000
mule,ESB Nero 1,2016-02-05 02:59:53.373000+00:00,2016-02-19 02:59:00+00:00,139,13 days 23:59:06.627000000
mule,SDK Nero 1,2016-02-15 14:53:09.519000+00:00,2016-02-29 14:53:00+00:00,12,13 days 23:59:50.481000000
mule,Mule 4 M2 Nero 2,2016-02-18 14:50:54.137000+00:00,2016-03-03 14:50:00+00:00,149,13 days 23:59:05.863000000
mule,Mule Nero 2,2016-02-18 17:25:39.042000+00:00,2016-03-03 17:25:00+00:00,148,13 days 23:59:20.958000000
mule,SDK Nero 2,2016-02-29 15:42:26.488000+00:00,2016-03-14 14:42:00+00:00,27,13 days 22:59:33.512000000
mule,Mule Nero 3,2016-03-03 17:00:57.861000+00:00,2016-03-17 16:00:00+00:00,145,13 days 22:59:02.139000000
mule,Mule 4 M2 Nero 3,2016-03-03 17:41:29.201000+00:00,2016-03-17 16:41:00+00:00,155,13 days 22:59:30.799000000
mule,SDK Nero 3,2016-03-14 15:53:19.767000+00:00,2016-03-28 15:53:00+00:00,28,13 days 23:59:40.233000000
mule,Mule Nero 4,2016-03-17 16:38:15.766000+00:00,2016-03-31 16:38:00+00:00,152,13 days 23:59:44.234000000
mule,Mule 4 M2 Nero 4,2016-03-17 20:22:55.535000+00:00,2016-03-31 20:22:00+00:00,158,13 days 23:59:04.465000000
mule,SDK Nero 4,2016-03-28 15:46:39.508000+00:00,2016-04-12 15:46:00+00:00,26,14 days 23:59:20.492000000
mule,Mule Nero 5,2016-03-31 16:18:01.526000+00:00,2016-04-14 16:18:00+00:00,154,13 days 23:59:58.474000000
mule,SDK Nero 5,2016-04-11 15:36:05.985000+00:00,2016-04-25 15:36:00+00:00,21,13 days 23:59:54.015000000
mule,Mule Olympus 1,2016-04-14 16:50:43.106000+00:00,2016-04-28 16:50:00+00:00,13,13 days 23:59:16.894000000
mule,SDK Olympus 1,2016-04-27 16:27:32.496000+00:00,2016-05-09 16:27:00+00:00,23,11 days 23:59:27.504000000
mule,Mule Olympus 2,2016-04-28 16:51:14.884000+00:00,2016-05-12 16:51:00+00:00,8,13 days 23:59:45.116000000
nexus,Sprint 2,2013-09-12 20:48:43.459000+00:00,2013-09-25 20:48:00+00:00,27,12 days 23:59:16.541000000
nexus,Sprint 3,2013-09-26 20:28:42.997000+00:00,2013-10-10 20:28:00+00:00,20,13 days 23:59:17.003000000
nexus,Sprint 4,2013-10-10 20:10:23.638000+00:00,2013-10-24 20:10:00+00:00,17,13 days 23:59:36.362000000
nexus,Sprint 5,2013-10-24 21:03:20.603000+00:00,2013-11-07 22:03:00+00:00,19,14 days 00:59:39.397000000
nexus,Sprint 6,2013-11-07 21:13:56.132000+00:00,2013-11-14 21:13:00+00:00,62,6 days 23:59:03.868000000
nexus,Sprint 7,2013-11-14 21:17:19.777000+00:00,2013-11-21 21:17:00+00:00,55,6 days 23:59:40.223000000
nexus,Sprint 8,2013-12-02 21:07:35.499000+00:00,2013-12-16 21:07:00+00:00,42,13 days 23:59:24.501000000
nexus,Sprint 9,2013-12-16 21:12:26.681000+00:00,2013-12-23 21:12:00+00:00,46,6 days 23:59:33.319000000
nexus,Sprint 10,2014-01-20 20:49:23.503000+00:00,2014-02-03 20:49:00+00:00,4,13 days 23:59:36.497000000
nexus,Sprint 12,2014-02-24 21:10:53.981000+00:00,2014-03-10 20:10:00+00:00,3,13 days 22:59:06.019000000
nexus,Sprint 14,2014-03-24 20:04:55.347000+00:00,2014-04-07 20:04:00+00:00,1,13 days 23:59:04.653000000
nexus,Sprint 15,2014-04-07 20:04:12.451000+00:00,2014-04-21 19:00:00+00:00,10,13 days 22:55:47.549000000
nexus,Sprint 16,2014-04-29 20:37:08.202000+00:00,2014-05-13 18:30:00+00:00,14,13 days 21:52:51.798000000
nexus,Sprint 17,2014-05-13 19:33:11.232000+00:00,2014-05-27 18:00:00+00:00,17,13 days 22:26:48.768000000
nexus,Sprint 18,2014-05-27 19:32:55.129000+00:00,2014-06-10 18:00:00+00:00,25,13 days 22:27:04.871000000
nexus,Sprint 19,2014-06-10 19:31:02.533000+00:00,2014-06-24 18:00:00+00:00,25,13 days 22:28:57.467000000
nexus,Sprint 20,2014-06-24 19:47:26.924000+00:00,2014-07-08 18:00:00+00:00,23,13 days 22:12:33.076000000
nexus,Sprint 21,2014-07-08 19:27:29.685000+00:00,2014-07-22 18:00:00+00:00,21,13 days 22:32:30.315000000
nexus,Sprint 22,2014-07-22 18:23:45.405000+00:00,2014-08-05 18:00:00+00:00,8,13 days 23:36:14.595000000
nexus,Sprint 23,2014-08-05 20:59:53.773000+00:00,2014-08-19 18:00:00+00:00,7,13 days 21:00:06.227000000
nexus,Sprint 24,2014-08-19 18:24:50.985000+00:00,2014-09-02 18:00:00+00:00,38,13 days 23:35:09.015000000
nexus,Sprint 25,2014-09-02 18:41:44.578000+00:00,2014-09-16 18:00:00+00:00,51,13 days 23:18:15.422000000
nexus,Sprint 26,2014-09-16 19:44:16.014000+00:00,2014-09-30 18:00:00+00:00,26,13 days 22:15:43.986000000
nexus,Sprint 27,2014-09-30 18:35:37.192000+00:00,2014-10-14 18:00:00+00:00,35,13 days 23:24:22.808000000
nexus,Sprint 28,2014-10-14 18:42:29.971000+00:00,2014-10-28 18:00:00+00:00,63,13 days 23:17:30.029000000
nexus,Sprint 29,2014-10-28 18:37:02.051000+00:00,2014-11-11 19:37:00+00:00,68,14 days 00:59:57.949000000
nexus,Sprint 30,2014-11-11 20:05:21.113000+00:00,2014-11-25 20:05:00+00:00,61,13 days 23:59:38.887000000
nexus,Sprint 31,2014-11-25 19:57:23.619000+00:00,2014-12-09 19:57:00+00:00,37,13 days 23:59:36.381000000
nexus,Sprint 32,2014-12-09 19:42:38.599000+00:00,2014-12-23 19:42:00+00:00,73,13 days 23:59:21.401000000
nexus,Sprint 33,2014-12-23 20:41:50.512000+00:00,2015-01-06 20:41:00+00:00,70,13 days 23:59:09.488000000
nexus,Sprint 34,2015-01-06 19:54:33.001000+00:00,2015-01-20 19:54:00+00:00,111,13 days 23:59:26.999000000
nexus,Sprint 35,2015-01-20 20:46:02.352000+00:00,2015-02-03 20:46:00+00:00,84,13 days 23:59:57.648000000
nexus,Sprint 36,2015-02-03 20:05:54.113000+00:00,2015-02-17 20:05:00+00:00,27,13 days 23:59:05.887000000
nexus,Sprint 37,2015-02-17 20:08:52.022000+00:00,2015-03-03 20:08:00+00:00,56,13 days 23:59:07.978000000
nexus,Sprint 38,2015-03-03 20:06:39.965000+00:00,2015-03-17 18:00:00+00:00,55,13 days 21:53:20.035000000
nexus,Sprint 39,2015-03-17 19:00:40.317000+00:00,2015-03-31 19:00:00+00:00,39,13 days 23:59:19.683000000
nexus,Sprint 40,2015-03-31 18:59:05.893000+00:00,2015-04-14 18:59:00+00:00,21,13 days 23:59:54.107000000
nexus,Sprint 41,2015-04-14 19:17:02.078000+00:00,2015-04-28 19:17:00+00:00,71,13 days 23:59:57.922000000
nexus,Sprint 42,2015-04-28 19:23:38.705000+00:00,2015-05-12 19:23:00+00:00,87,13 days 23:59:21.295000000
nexus,Sprint 43,2015-05-12 19:44:46.599000+00:00,2015-05-26 19:44:00+00:00,84,13 days 23:59:13.401000000
nexus,Sprint 44,2015-05-26 19:27:03.949000+00:00,2015-06-09 19:27:00+00:00,39,13 days 23:59:56.051000000
nexus,Sprint 45,2015-06-09 19:29:38.867000+00:00,2015-06-23 19:29:00+00:00,77,13 days 23:59:21.133000000
nexus,Sprint 46,2015-06-23 18:47:38.937000+00:00,2015-07-07 18:47:00+00:00,78,13 days 23:59:21.063000000
nexus,Sprint 47,2015-07-07 19:29:55.516000+00:00,2015-07-21 19:29:00+00:00,39,13 days 23:59:04.484000000
nexus,Sprint 48,2015-07-21 19:59:56.200000+00:00,2015-08-04 19:59:00+00:00,23,13 days 23:59:03.800000000
nexus,Sprint 49,2015-08-04 18:41:38.916000+00:00,2015-08-18 18:41:00+00:00,51,13 days 23:59:21.084000000
nexus,Sprint 50,2015-08-18 20:17:28.855000+00:00,2015-09-01 20:17:00+00:00,72,13 days 23:59:31.145000000
nexus,Sprint 51,2015-09-08 19:09:24.582000+00:00,2015-09-15 19:09:00+00:00,119,6 days 23:59:35.418000000
nexus,Sprint 52,2015-09-15 19:05:23.412000+00:00,2015-09-29 19:05:00+00:00,130,13 days 23:59:36.588000000
nexus,Sprint 53,2015-09-29 20:04:32.368000+00:00,2015-10-13 20:04:00+00:00,70,13 days 23:59:27.632000000
nexus,Sprint 54,2015-10-13 19:53:01.323000+00:00,2015-10-27 19:53:00+00:00,31,13 days 23:59:58.677000000
nexus,Sprint 55,2015-10-27 20:11:05.682000+00:00,2015-11-10 20:11:00+00:00,42,13 days 23:59:54.318000000
nexus,Sprint 56,2015-11-10 20:36:10.958000+00:00,2015-11-24 20:36:00+00:00,31,13 days 23:59:49.042000000
nexus,Sprint 57,2015-11-24 21:07:53.450000+00:00,2015-12-08 21:07:00+00:00,6,13 days 23:59:06.550000000
nexus,Sprint 58 - Föhn,2015-12-08 20:08:48.929000+00:00,2015-12-22 20:08:00+00:00,5,13 days 23:59:11.071000000
nexus,Sprint 59 - Föhn,2015-12-22 21:10:11.068000+00:00,2016-01-05 21:10:00+00:00,9,13 days 23:59:48.932000000
nexus,Sprint 60 - Föhn,2016-01-05 18:08:23.909000+00:00,2016-01-19 18:08:00+00:00,23,13 days 23:59:36.091000000
nexus,Sprint 60 - Chinook,2016-01-05 20:02:13.214000+00:00,2016-01-19 20:02:00+00:00,12,13 days 23:59:46.786000000
nexus,Sprint 61 - Föhn,2016-01-19 18:12:29.079000+00:00,2016-02-02 18:12:00+00:00,26,13 days 23:59:30.921000000
nexus,Sprint 61 - Chinook,2016-01-19 20:25:02.618000+00:00,2016-02-02 20:25:00+00:00,15,13 days 23:59:57.382000000
nexus,Sprint 62 - Föhn,2016-02-02 18:14:05.098000+00:00,2016-02-16 18:14:00+00:00,11,13 days 23:59:54.902000000
nexus,Sprint 62 - Chinook,2016-02-02 19:39:40.661000+00:00,2016-02-16 19:39:00+00:00,1,13 days 23:59:19.339000000
nexus,Sprint 63 - Föhn,2016-02-16 18:28:06.852000+00:00,2016-03-01 18:28:00+00:00,25,13 days 23:59:53.148000000
nexus,Sprint 64 - Föhn,2016-03-01 18:06:28.385000+00:00,2016-03-15 18:06:00+00:00,22,13 days 23:59:31.615000000
nexus,Sprint 65 - Föhn,2016-03-15 17:00:14.509000+00:00,2016-03-29 17:00:00+00:00,13,13 days 23:59:45.491000000
nexus,Sprint 65 - Chinook,2016-03-15 18:37:15.448000+00:00,2016-03-29 18:37:00+00:00,1,13 days 23:59:44.552000000
nexus,Sprint 66 - Föhn,2016-03-29 17:03:59.379000+00:00,2016-04-12 17:03:00+00:00,12,13 days 23:59:00.621000000
nexus,Sprint 66 - Chinook,2016-03-29 18:52:53.947000+00:00,2016-04-12 18:52:00+00:00,3,13 days 23:59:06.053000000
nexus,Sprint 67 - Föhn,2016-04-12 16:56:31.672000+00:00,2016-04-26 16:56:00+00:00,5,13 days 23:59:28.328000000
nexus,Sprint 67 - Chinook,2016-04-12 18:48:03.004000+00:00,2016-04-26 18:48:00+00:00,4,13 days 23:59:56.996000000
nexus,Sprint 68 - Föhn,2016-04-26 17:10:17.017000+00:00,2016-05-10 17:10:00+00:00,1,13 days 23:59:42.983000000
nexus,Sprint 68 - Chinook,2016-04-26 18:49:58.951000+00:00,2016-05-10 18:49:00+00:00,4,13 days 23:59:01.049000000
timob,Sprint 2011-49,2011-12-03 21:29:08.571428572+00:00,2011-12-12 00:00:00+00:00,1,8 days 02:30:51.428571428
timob,Sprint 2012-02,2011-12-12 00:00:00+00:00,2012-01-29 00:00:00+00:00,1,48 days 00:00:00.000000000
timob,Sprint 2012-03,2012-01-29 00:00:00+00:00,2012-02-12 00:00:00+00:00,1,14 days 00:00:00.000000000
timob,Sprint 2012-04,2012-02-12 00:00:00+00:00,2012-02-26 00:00:00+00:00,22,14 days 00:00:00.000000000
timob,Sprint 2012-05,2012-02-26 00:00:00+00:00,2012-03-11 00:00:00+00:00,9,14 days 00:00:00.000000000
